ID_Comentario,Texto,Data,Classificacao
"4015,""Péssima qualidade, não recomendo."",2023-05-07,Neutro"
"4016,""Péssima qualidade, não recomendo."",2022-07-01,Neutro"
"4017,""Entrega super rápida, adorei!"",2022-08-26,Neutro"
4018,Demorou muito para chegar.,2023-07-03,Negativo
4019,Demorou muito para chegar.,2022-06-02,Neutro
4020,Não gostei do atendimento.,2023-03-12,Negativo
4021,Produto veio com defeito.,2022-03-26,Positivo
4022,Não gostei do atendimento.,2023-09-06,Positivo
4023,Excelente custo-benefício!,2023-04-01,Positivo
"4024,""Entrega super rápida, adorei!"",2023-06-30,Neutro"
"4025,""Entrega super rápida, adorei!"",2023-12-20,Positivo"
"4026,""Atendimento muito bom, parabéns!"",2023-08-04,Neutro"
4027,Muito satisfeito com a compra.,2023-12-02,Positivo
4028,Produto veio com defeito.,2022-12-13,Positivo
4029,Excelente custo-benefício!,2022-07-02,Neutro
4030,Produto veio com defeito.,2023-08-06,Negativo
4031,Excelente custo-benefício!,2023-06-22,Positivo
4032,Demorou muito para chegar.,2022-03-09,Negativo
4033,Demorou muito para chegar.,2023-04-01,Negativo
4034,Excelente custo-benefício!,2023-11-10,Negativo
4035,Muito satisfeito com a compra.,2023-03-02,Negativo
4036,Ótimo produto!,2022-11-10,Positivo
4037,Não era o que eu esperava.,2023-09-25,Neutro
4038,Ótimo produto!,2022-08-15,Positivo
"4039,""Atendimento muito bom, parabéns!"",2023-08-17,Neutro"
4040,Muito satisfeito com a compra.,2022-01-14,Neutro
"4041,""Entrega super rápida, adorei!"",2022-03-31,Positivo"
4042,Excelente custo-benefício!,2023-05-20,Positivo
"4043,""Atendimento muito bom, parabéns!"",2022-09-17,Positivo"
4044,Ótimo produto!,2023-07-19,Neutro
4045,Muito satisfeito com a compra.,2023-01-21,Negativo
4046,Demorou muito para chegar.,2022-10-13,Negativo
"4047,""Atendimento muito bom, parabéns!"",2023-07-10,Positivo"
"4048,""Atendimento muito bom, parabéns!"",2022-08-26,Negativo"
4049,Não era o que eu esperava.,2022-03-20,Negativo
4050,Ótimo produto!,2022-08-13,Negativo
4051,Ótimo produto!,2023-12-18,Neutro
"4052,""Entrega super rápida, adorei!"",2022-10-29,Neutro"
4053,Excelente custo-benefício!,2022-03-05,Neutro
4054,Não era o que eu esperava.,2022-10-10,Positivo
4055,Demorou muito para chegar.,2022-04-11,Neutro
4056,Demorou muito para chegar.,2023-05-04,Neutro
4057,Não era o que eu esperava.,2023-12-30,Positivo
4058,Muito satisfeito com a compra.,2022-12-26,Negativo
"4059,""Entrega super rápida, adorei!"",2022-01-31,Negativo"
4060,Ótimo produto!,2023-06-11,Neutro
"4061,""Entrega super rápida, adorei!"",2023-04-25,Neutro"
"4062,""Atendimento muito bom, parabéns!"",2022-12-10,Neutro"
"4063,""Entrega super rápida, adorei!"",2022-03-03,Negativo"
4064,Muito satisfeito com a compra.,2023-12-01,Positivo
"4065,""Atendimento muito bom, parabéns!"",2023-12-13,Negativo"
4066,Demorou muito para chegar.,2022-10-14,Neutro
"4067,""Péssima qualidade, não recomendo."",2022-07-22,Neutro"
"4068,""Atendimento muito bom, parabéns!"",2023-01-15,Positivo"
"4069,""Atendimento muito bom, parabéns!"",2023-05-17,Neutro"
4070,Produto veio com defeito.,2022-04-28,Neutro
4071,Não era o que eu esperava.,2023-07-12,Positivo
4072,Não era o que eu esperava.,2023-10-08,Neutro
4073,Demorou muito para chegar.,2023-07-05,Positivo
4074,Não gostei do atendimento.,2022-11-14,Positivo
4075,Excelente custo-benefício!,2023-08-22,Neutro
4076,Não era o que eu esperava.,2022-12-02,Neutro
4077,Demorou muito para chegar.,2023-02-11,Negativo
4078,Muito satisfeito com a compra.,2023-03-29,Negativo
4079,Não gostei do atendimento.,2022-10-07,Negativo
4080,Demorou muito para chegar.,2023-06-25,Negativo
4081,Produto veio com defeito.,2022-04-28,Negativo
"4082,""Péssima qualidade, não recomendo."",2022-07-29,Positivo"
4083,Muito satisfeito com a compra.,2023-08-12,Neutro
"4084,""Atendimento muito bom, parabéns!"",2023-10-22,Negativo"
4085,Muito satisfeito com a compra.,2022-09-21,Positivo
4086,Não era o que eu esperava.,2022-01-19,Negativo
"4087,""Péssima qualidade, não recomendo."",2022-08-13,Neutro"
4088,Excelente custo-benefício!,2022-02-10,Negativo
"4089,""Péssima qualidade, não recomendo."",2023-09-16,Negativo"
"4090,""Péssima qualidade, não recomendo."",2022-01-28,Negativo"
4091,Demorou muito para chegar.,2022-05-31,Neutro
4092,Muito satisfeito com a compra.,2023-05-01,Neutro
"4093,""Atendimento muito bom, parabéns!"",2022-11-18,Positivo"
4094,Excelente custo-benefício!,2022-07-30,Negativo
4095,Demorou muito para chegar.,2023-11-22,Positivo
4096,Excelente custo-benefício!,2022-02-10,Positivo
4097,Não gostei do atendimento.,2023-07-23,Neutro
4098,Ótimo produto!,2022-06-16,Neutro
4099,Não gostei do atendimento.,2022-10-03,Neutro
4100,Demorou muito para chegar.,2022-09-03,Positivo
4101,Produto veio com defeito.,2022-10-13,Positivo
4102,Não gostei do atendimento.,2023-01-14,Positivo
4103,Ótimo produto!,2023-03-17,Negativo
"4104,""Atendimento muito bom, parabéns!"",2023-04-14,Positivo"
"4105,""Péssima qualidade, não recomendo."",2022-08-26,Neutro"
4106,Excelente custo-benefício!,2023-01-04,Positivo
"4107,""Atendimento muito bom, parabéns!"",2023-05-16,Positivo"
"4108,""Péssima qualidade, não recomendo."",2023-01-14,Neutro"
4109,Produto veio com defeito.,2022-05-03,Negativo
"4110,""Péssima qualidade, não recomendo."",2022-05-06,Positivo"
4111,Produto veio com defeito.,2022-02-03,Positivo
"4112,""Atendimento muito bom, parabéns!"",2023-08-30,Neutro"
4113,Excelente custo-benefício!,2023-02-05,Negativo
"4114,""Péssima qualidade, não recomendo."",2023-03-15,Negativo"
"4115,""Atendimento muito bom, parabéns!"",2023-12-18,Positivo"
4116,Excelente custo-benefício!,2023-01-17,Positivo
4117,Não gostei do atendimento.,2023-08-01,Neutro
4118,Excelente custo-benefício!,2023-03-24,Neutro
4119,Demorou muito para chegar.,2023-03-02,Negativo
"4120,""Péssima qualidade, não recomendo."",2023-10-22,Negativo"
4121,Não gostei do atendimento.,2022-12-19,Neutro
4122,Muito satisfeito com a compra.,2023-01-12,Neutro
4123,Não gostei do atendimento.,2023-07-30,Neutro
"4124,""Atendimento muito bom, parabéns!"",2022-07-16,Negativo"
"4125,""Péssima qualidade, não recomendo."",2022-10-03,Neutro"
4126,Não gostei do atendimento.,2023-10-31,Positivo
"4127,""Péssima qualidade, não recomendo."",2022-08-12,Negativo"
4128,Ótimo produto!,2023-03-29,Negativo
"4129,""Péssima qualidade, não recomendo."",2022-10-12,Positivo"
4130,Não gostei do atendimento.,2022-06-29,Negativo
"4131,""Péssima qualidade, não recomendo."",2022-02-04,Positivo"
"4132,""Entrega super rápida, adorei!"",2022-09-09,Neutro"
4133,Muito satisfeito com a compra.,2023-06-16,Positivo
4134,Excelente custo-benefício!,2023-02-28,Positivo
4135,Não gostei do atendimento.,2022-03-12,Negativo
4136,Ótimo produto!,2023-10-24,Negativo
4137,Não gostei do atendimento.,2023-02-28,Positivo
4138,Demorou muito para chegar.,2022-10-03,Neutro
"4139,""Entrega super rápida, adorei!"",2022-08-09,Negativo"
4140,Ótimo produto!,2022-10-07,Positivo
"4141,""Péssima qualidade, não recomendo."",2023-01-17,Neutro"
"4142,""Entrega super rápida, adorei!"",2023-07-28,Negativo"
4143,Produto veio com defeito.,2023-06-08,Positivo
4144,Não era o que eu esperava.,2023-12-05,Positivo
4145,Excelente custo-benefício!,2023-06-08,Negativo
4146,Demorou muito para chegar.,2023-08-23,Positivo
4147,Não era o que eu esperava.,2022-10-19,Positivo
4148,Demorou muito para chegar.,2022-01-08,Positivo
"4149,""Péssima qualidade, não recomendo."",2022-02-10,Neutro"
"4150,""Atendimento muito bom, parabéns!"",2022-06-26,Negativo"
4151,Muito satisfeito com a compra.,2022-10-16,Neutro
"4152,""Entrega super rápida, adorei!"",2023-07-31,Positivo"
4153,Não era o que eu esperava.,2022-12-23,Negativo
"4154,""Atendimento muito bom, parabéns!"",2022-09-06,Positivo"
4155,Excelente custo-benefício!,2023-01-17,Negativo
"4156,""Entrega super rápida, adorei!"",2023-01-21,Negativo"
4157,Produto veio com defeito.,2023-11-02,Neutro
"4158,""Atendimento muito bom, parabéns!"",2022-05-20,Neutro"
4159,Muito satisfeito com a compra.,2022-04-24,Neutro
4160,Produto veio com defeito.,2023-11-04,Neutro
"4161,""Entrega super rápida, adorei!"",2022-02-03,Negativo"
4162,Excelente custo-benefício!,2023-02-13,Positivo
"4163,""Atendimento muito bom, parabéns!"",2023-04-13,Positivo"
"4164,""Péssima qualidade, não recomendo."",2023-06-10,Positivo"
4165,Não gostei do atendimento.,2022-08-18,Neutro
"4166,""Atendimento muito bom, parabéns!"",2022-05-20,Positivo"
4167,Muito satisfeito com a compra.,2022-04-23,Negativo
4168,Muito satisfeito com a compra.,2023-10-10,Neutro
"4169,""Péssima qualidade, não recomendo."",2022-12-30,Neutro"
4170,Não era o que eu esperava.,2023-06-15,Neutro
4171,Excelente custo-benefício!,2022-08-18,Neutro
4172,Excelente custo-benefício!,2023-01-13,Positivo
"4173,""Péssima qualidade, não recomendo."",2023-03-13,Neutro"
4174,Muito satisfeito com a compra.,2023-10-25,Negativo
4175,Ótimo produto!,2023-03-30,Negativo
"4176,""Entrega super rápida, adorei!"",2022-03-02,Negativo"
4177,Ótimo produto!,2023-10-14,Neutro
4178,Ótimo produto!,2023-07-10,Negativo
4179,Ótimo produto!,2022-10-24,Negativo
4180,Demorou muito para chegar.,2023-08-26,Negativo
"4181,""Atendimento muito bom, parabéns!"",2023-11-14,Negativo"
4182,Produto veio com defeito.,2022-06-24,Neutro
4183,Não gostei do atendimento.,2022-03-26,Positivo
"4184,""Entrega super rápida, adorei!"",2023-07-12,Negativo"
4185,Não era o que eu esperava.,2022-12-10,Positivo
4186,Muito satisfeito com a compra.,2023-03-11,Neutro
4187,Excelente custo-benefício!,2023-05-15,Positivo
4188,Não gostei do atendimento.,2023-03-10,Neutro
4189,Demorou muito para chegar.,2022-09-08,Neutro
4190,Excelente custo-benefício!,2023-06-28,Negativo
4191,Excelente custo-benefício!,2023-07-16,Negativo
4192,Não gostei do atendimento.,2023-06-30,Negativo
4193,Não gostei do atendimento.,2023-02-09,Positivo
4194,Demorou muito para chegar.,2022-10-08,Negativo
4195,Excelente custo-benefício!,2022-01-08,Neutro
4196,Não era o que eu esperava.,2023-06-08,Neutro
"4197,""Entrega super rápida, adorei!"",2023-07-13,Positivo"
4198,Não gostei do atendimento.,2023-03-06,Neutro
4199,Não era o que eu esperava.,2023-05-26,Neutro
4200,Produto veio com defeito.,2023-06-17,Positivo
4201,Produto veio com defeito.,2022-06-25,Positivo
4202,Excelente custo-benefício!,2023-12-01,Positivo
"4203,""Entrega super rápida, adorei!"",2022-11-30,Positivo"
4204,Demorou muito para chegar.,2023-10-11,Neutro
"4205,""Entrega super rápida, adorei!"",2023-11-25,Negativo"
4206,Muito satisfeito com a compra.,2022-02-15,Positivo
4207,Não era o que eu esperava.,2022-06-21,Positivo
4208,Produto veio com defeito.,2022-12-30,Neutro
4209,Muito satisfeito com a compra.,2023-01-09,Negativo
4210,Muito satisfeito com a compra.,2022-03-13,Negativo
4211,Não era o que eu esperava.,2022-09-02,Neutro
4212,Muito satisfeito com a compra.,2022-11-27,Positivo
4213,Ótimo produto!,2022-08-07,Negativo
"4214,""Atendimento muito bom, parabéns!"",2023-05-25,Positivo"
4215,Excelente custo-benefício!,2023-08-13,Positivo
"4216,""Entrega super rápida, adorei!"",2022-08-18,Negativo"
"4217,""Entrega super rápida, adorei!"",2023-05-24,Positivo"
4218,Ótimo produto!,2022-03-29,Positivo
"4219,""Entrega super rápida, adorei!"",2023-11-17,Negativo"
"4220,""Entrega super rápida, adorei!"",2023-05-11,Positivo"
4221,Não gostei do atendimento.,2022-10-10,Positivo
"4222,""Atendimento muito bom, parabéns!"",2022-08-02,Negativo"
"4223,""Péssima qualidade, não recomendo."",2022-01-18,Positivo"
4224,Não era o que eu esperava.,2022-03-20,Negativo
"4225,""Atendimento muito bom, parabéns!"",2023-01-21,Negativo"
4226,Excelente custo-benefício!,2022-06-05,Negativo
4227,Ótimo produto!,2023-06-09,Neutro
4228,Não era o que eu esperava.,2022-07-25,Negativo
"4229,""Entrega super rápida, adorei!"",2022-09-17,Neutro"
4230,Excelente custo-benefício!,2022-11-04,Positivo
4231,Produto veio com defeito.,2022-10-29,Neutro
4232,Não gostei do atendimento.,2023-03-15,Neutro
4233,Excelente custo-benefício!,2022-10-13,Neutro
4234,Não gostei do atendimento.,2023-01-17,Negativo
"4235,""Péssima qualidade, não recomendo."",2022-09-03,Positivo"
4236,Muito satisfeito com a compra.,2023-02-04,Negativo
4237,Produto veio com defeito.,2023-02-25,Neutro
"4238,""Atendimento muito bom, parabéns!"",2023-02-09,Positivo"
4239,Não era o que eu esperava.,2022-08-20,Negativo
"4240,""Atendimento muito bom, parabéns!"",2022-07-19,Negativo"
"4241,""Atendimento muito bom, parabéns!"",2023-09-06,Negativo"
"4242,""Atendimento muito bom, parabéns!"",2023-12-31,Negativo"
"4243,""Péssima qualidade, não recomendo."",2022-12-24,Negativo"
4244,Ótimo produto!,2022-04-08,Negativo
4245,Não era o que eu esperava.,2023-07-03,Positivo
4246,Não gostei do atendimento.,2023-02-12,Negativo
"4247,""Péssima qualidade, não recomendo."",2023-06-05,Neutro"
4248,Excelente custo-benefício!,2022-04-18,Positivo
4249,Não era o que eu esperava.,2022-03-11,Negativo
"4250,""Atendimento muito bom, parabéns!"",2022-04-23,Neutro"
4251,Não era o que eu esperava.,2022-05-17,Positivo
4252,Ótimo produto!,2023-10-17,Positivo
4253,Não era o que eu esperava.,2023-08-17,Positivo
4254,Não gostei do atendimento.,2023-02-09,Neutro
4255,Excelente custo-benefício!,2023-12-02,Negativo
4256,Excelente custo-benefício!,2023-03-11,Negativo
4257,Muito satisfeito com a compra.,2023-09-22,Neutro
4258,Demorou muito para chegar.,2022-06-20,Positivo
4259,Excelente custo-benefício!,2022-10-09,Negativo
4260,Demorou muito para chegar.,2023-06-21,Positivo
4261,Ótimo produto!,2023-06-20,Neutro
"4262,""Atendimento muito bom, parabéns!"",2022-03-10,Negativo"
4263,Produto veio com defeito.,2023-12-14,Negativo
"4264,""Entrega super rápida, adorei!"",2022-05-19,Neutro"
4265,Não era o que eu esperava.,2022-07-31,Positivo
4266,Não gostei do atendimento.,2022-01-04,Positivo
4267,Demorou muito para chegar.,2023-05-13,Neutro
4268,Ótimo produto!,2023-10-05,Neutro
4269,Não era o que eu esperava.,2022-07-02,Neutro
4270,Produto veio com defeito.,2023-04-10,Negativo
"4271,""Péssima qualidade, não recomendo."",2022-10-08,Neutro"
"4272,""Atendimento muito bom, parabéns!"",2022-07-31,Negativo"
4273,Muito satisfeito com a compra.,2022-11-24,Positivo
4274,Muito satisfeito com a compra.,2022-07-22,Negativo
4275,Excelente custo-benefício!,2023-02-20,Positivo
"4276,""Péssima qualidade, não recomendo."",2022-07-23,Negativo"
"4277,""Atendimento muito bom, parabéns!"",2023-12-10,Negativo"
"4278,""Atendimento muito bom, parabéns!"",2022-12-11,Positivo"
"4279,""Péssima qualidade, não recomendo."",2023-11-04,Negativo"
"4280,""Atendimento muito bom, parabéns!"",2023-09-30,Neutro"
4281,Ótimo produto!,2022-08-13,Positivo
"4282,""Péssima qualidade, não recomendo."",2023-01-08,Positivo"
4283,Demorou muito para chegar.,2023-02-10,Neutro
4284,Produto veio com defeito.,2023-04-26,Neutro
4285,Ótimo produto!,2022-06-15,Neutro
"4286,""Entrega super rápida, adorei!"",2023-09-10,Negativo"
"4287,""Atendimento muito bom, parabéns!"",2022-08-26,Neutro"
"4288,""Entrega super rápida, adorei!"",2023-11-29,Positivo"
4289,Ótimo produto!,2023-06-24,Negativo
"4290,""Atendimento muito bom, parabéns!"",2022-04-15,Negativo"
4291,Produto veio com defeito.,2023-02-09,Negativo
4292,Ótimo produto!,2023-03-18,Negativo
4293,Produto veio com defeito.,2022-12-02,Neutro
4294,Muito satisfeito com a compra.,2022-07-15,Neutro
4295,Não era o que eu esperava.,2023-07-16,Negativo
"4296,""Atendimento muito bom, parabéns!"",2023-11-06,Positivo"
4297,Não era o que eu esperava.,2022-10-22,Positivo
4298,Muito satisfeito com a compra.,2022-06-15,Neutro
"4299,""Entrega super rápida, adorei!"",2023-02-18,Positivo"
4300,Não gostei do atendimento.,2022-03-13,Neutro
"4301,""Entrega super rápida, adorei!"",2023-06-23,Negativo"
"4302,""Entrega super rápida, adorei!"",2023-05-01,Positivo"
4303,Muito satisfeito com a compra.,2023-01-21,Negativo
"4304,""Péssima qualidade, não recomendo."",2023-03-13,Negativo"
4305,Muito satisfeito com a compra.,2022-01-18,Negativo
4306,Demorou muito para chegar.,2022-07-27,Positivo
"4307,""Atendimento muito bom, parabéns!"",2022-07-20,Negativo"
"4308,""Péssima qualidade, não recomendo."",2023-06-10,Negativo"
4309,Não gostei do atendimento.,2022-01-05,Neutro
4310,Não era o que eu esperava.,2023-06-19,Negativo
4311,Muito satisfeito com a compra.,2022-11-01,Neutro
4312,Não gostei do atendimento.,2022-02-10,Positivo
4313,Ótimo produto!,2022-05-30,Positivo
4314,Muito satisfeito com a compra.,2023-12-02,Positivo
4315,Produto veio com defeito.,2023-12-04,Negativo
"4316,""Atendimento muito bom, parabéns!"",2022-07-04,Negativo"
4317,Ótimo produto!,2023-02-25,Negativo
"4318,""Entrega super rápida, adorei!"",2023-08-31,Negativo"
4319,Muito satisfeito com a compra.,2023-01-13,Neutro
"4320,""Péssima qualidade, não recomendo."",2022-07-22,Positivo"
4321,Produto veio com defeito.,2022-04-12,Neutro
4322,Excelente custo-benefício!,2023-12-27,Positivo
4323,Demorou muito para chegar.,2022-09-09,Negativo
"4324,""Atendimento muito bom, parabéns!"",2022-05-31,Negativo"
4325,Não gostei do atendimento.,2022-04-02,Positivo
"4326,""Atendimento muito bom, parabéns!"",2023-10-17,Negativo"
"4327,""Entrega super rápida, adorei!"",2022-03-18,Positivo"
4328,Não era o que eu esperava.,2023-10-29,Negativo
4329,Produto veio com defeito.,2022-08-28,Negativo
"4330,""Atendimento muito bom, parabéns!"",2023-06-18,Positivo"
4331,Demorou muito para chegar.,2022-05-25,Neutro
"4332,""Péssima qualidade, não recomendo."",2023-05-20,Negativo"
"4333,""Péssima qualidade, não recomendo."",2022-03-02,Neutro"
4334,Não gostei do atendimento.,2022-08-11,Positivo
4335,Excelente custo-benefício!,2023-06-14,Positivo
"4336,""Entrega super rápida, adorei!"",2022-05-31,Negativo"
4337,Produto veio com defeito.,2023-09-27,Negativo
4338,Ótimo produto!,2023-02-12,Neutro
4339,Demorou muito para chegar.,2022-06-07,Neutro
4340,Ótimo produto!,2023-01-04,Negativo
4341,Produto veio com defeito.,2023-03-06,Positivo
"4342,""Atendimento muito bom, parabéns!"",2022-01-03,Negativo"
"4343,""Péssima qualidade, não recomendo."",2023-04-20,Neutro"
"4344,""Péssima qualidade, não recomendo."",2023-09-08,Positivo"
4345,Não era o que eu esperava.,2023-12-02,Negativo
"4346,""Péssima qualidade, não recomendo."",2023-08-20,Positivo"
4347,Demorou muito para chegar.,2023-02-11,Negativo
4348,Demorou muito para chegar.,2023-07-06,Negativo
"4349,""Péssima qualidade, não recomendo."",2023-10-14,Negativo"
4350,Demorou muito para chegar.,2023-04-03,Negativo
"4351,""Péssima qualidade, não recomendo."",2022-12-05,Neutro"
4352,Não gostei do atendimento.,2023-03-10,Neutro
4353,Não era o que eu esperava.,2022-12-29,Neutro
"4354,""Atendimento muito bom, parabéns!"",2022-09-19,Negativo"
4355,Muito satisfeito com a compra.,2023-01-26,Negativo
"4356,""Entrega super rápida, adorei!"",2022-02-24,Neutro"
"4357,""Atendimento muito bom, parabéns!"",2023-05-27,Negativo"
4358,Não era o que eu esperava.,2023-08-02,Negativo
4359,Ótimo produto!,2023-09-18,Negativo
4360,Ótimo produto!,2022-07-12,Negativo
4361,Excelente custo-benefício!,2023-12-21,Positivo
4362,Não era o que eu esperava.,2022-06-09,Neutro
4363,Não gostei do atendimento.,2023-04-02,Neutro
4364,Excelente custo-benefício!,2022-05-15,Positivo
4365,Não gostei do atendimento.,2022-07-06,Positivo
4366,Produto veio com defeito.,2022-07-19,Negativo
4367,Demorou muito para chegar.,2022-02-02,Positivo
4368,Demorou muito para chegar.,2023-01-29,Positivo
4369,Muito satisfeito com a compra.,2022-01-26,Neutro
4370,Excelente custo-benefício!,2023-12-30,Negativo
"4371,""Péssima qualidade, não recomendo."",2023-02-19,Neutro"
4372,Muito satisfeito com a compra.,2023-05-08,Negativo
4373,Não gostei do atendimento.,2023-11-05,Negativo
4374,Muito satisfeito com a compra.,2023-06-02,Negativo
4375,Demorou muito para chegar.,2023-10-15,Negativo
4376,Ótimo produto!,2023-09-27,Positivo
"4377,""Entrega super rápida, adorei!"",2023-02-01,Positivo"
"4378,""Entrega super rápida, adorei!"",2022-09-03,Positivo"
"4379,""Atendimento muito bom, parabéns!"",2023-01-06,Positivo"
4380,Muito satisfeito com a compra.,2023-03-28,Negativo
4381,Excelente custo-benefício!,2023-05-06,Neutro
4382,Excelente custo-benefício!,2023-03-11,Neutro
4383,Demorou muito para chegar.,2022-06-20,Neutro
4384,Não era o que eu esperava.,2022-07-12,Negativo
4385,Muito satisfeito com a compra.,2023-06-26,Neutro
4386,Não era o que eu esperava.,2023-04-14,Negativo
4387,Produto veio com defeito.,2022-10-08,Negativo
4388,Não era o que eu esperava.,2022-03-19,Neutro
4389,Excelente custo-benefício!,2023-07-30,Neutro
4390,Demorou muito para chegar.,2023-11-04,Positivo
4391,Excelente custo-benefício!,2022-08-02,Positivo
"4392,""Atendimento muito bom, parabéns!"",2022-01-21,Positivo"
4393,Muito satisfeito com a compra.,2023-05-06,Negativo
4394,Não gostei do atendimento.,2023-12-04,Positivo
4395,Muito satisfeito com a compra.,2022-07-17,Positivo
4396,Muito satisfeito com a compra.,2022-07-02,Neutro
4397,Produto veio com defeito.,2022-09-01,Neutro
4398,Demorou muito para chegar.,2022-12-14,Neutro
"4399,""Atendimento muito bom, parabéns!"",2023-05-18,Neutro"
"4400,""Atendimento muito bom, parabéns!"",2023-09-03,Positivo"
4401,Não gostei do atendimento.,2022-01-29,Neutro
4402,Demorou muito para chegar.,2023-12-17,Negativo
4403,Demorou muito para chegar.,2022-10-04,Neutro
"4404,""Entrega super rápida, adorei!"",2023-07-12,Positivo"
4405,Ótimo produto!,2022-12-26,Negativo
4406,Demorou muito para chegar.,2023-05-01,Negativo
4407,Demorou muito para chegar.,2023-05-24,Positivo
4408,Demorou muito para chegar.,2023-05-25,Neutro
4409,Ótimo produto!,2022-10-14,Negativo
4410,Não gostei do atendimento.,2023-12-20,Negativo
4411,Muito satisfeito com a compra.,2023-02-03,Neutro
4412,Muito satisfeito com a compra.,2023-02-10,Positivo
4413,Não era o que eu esperava.,2023-11-02,Neutro
4414,Ótimo produto!,2022-04-13,Positivo
4415,Não gostei do atendimento.,2023-07-31,Positivo
4416,Demorou muito para chegar.,2022-12-25,Neutro
4417,Não era o que eu esperava.,2023-09-16,Negativo
4418,Muito satisfeito com a compra.,2022-12-23,Neutro
4419,Ótimo produto!,2023-10-30,Neutro
4420,Não gostei do atendimento.,2022-10-31,Neutro
4421,Não era o que eu esperava.,2023-11-12,Negativo
"4422,""Entrega super rápida, adorei!"",2023-09-05,Negativo"
4423,Não era o que eu esperava.,2022-07-13,Positivo
4424,Ótimo produto!,2022-10-04,Neutro
4425,Não era o que eu esperava.,2023-01-09,Positivo
4426,Não gostei do atendimento.,2023-02-08,Negativo
"4427,""Atendimento muito bom, parabéns!"",2022-05-25,Negativo"
4428,Demorou muito para chegar.,2023-03-05,Positivo
"4429,""Atendimento muito bom, parabéns!"",2022-02-13,Negativo"
4430,Excelente custo-benefício!,2023-04-06,Positivo
4431,Demorou muito para chegar.,2023-12-22,Negativo
4432,Muito satisfeito com a compra.,2023-11-18,Neutro
"4433,""Atendimento muito bom, parabéns!"",2022-01-28,Positivo"
4434,Muito satisfeito com a compra.,2022-01-07,Neutro
4435,Ótimo produto!,2022-11-28,Neutro
4436,Ótimo produto!,2023-01-16,Positivo
"4437,""Atendimento muito bom, parabéns!"",2023-04-23,Positivo"
4438,Excelente custo-benefício!,2023-10-08,Positivo
4439,Muito satisfeito com a compra.,2022-01-09,Positivo
4440,Demorou muito para chegar.,2022-06-26,Negativo
"4441,""Atendimento muito bom, parabéns!"",2023-05-11,Neutro"
"4442,""Atendimento muito bom, parabéns!"",2023-06-26,Negativo"
4443,Ótimo produto!,2023-12-19,Negativo
"4444,""Entrega super rápida, adorei!"",2023-10-22,Positivo"
"4445,""Atendimento muito bom, parabéns!"",2022-01-23,Negativo"
"4446,""Entrega super rápida, adorei!"",2022-07-28,Positivo"
"4447,""Atendimento muito bom, parabéns!"",2022-12-24,Positivo"
4448,Muito satisfeito com a compra.,2022-04-21,Negativo
4449,Ótimo produto!,2022-08-20,Positivo
"4450,""Péssima qualidade, não recomendo."",2022-08-16,Positivo"
4451,Não era o que eu esperava.,2022-07-18,Positivo
4452,Demorou muito para chegar.,2023-07-14,Negativo
4453,Muito satisfeito com a compra.,2023-12-27,Negativo
"4454,""Entrega super rápida, adorei!"",2022-07-11,Negativo"
"4455,""Atendimento muito bom, parabéns!"",2022-02-21,Negativo"
"4456,""Entrega super rápida, adorei!"",2023-04-25,Negativo"
4457,Produto veio com defeito.,2022-09-17,Positivo
4458,Produto veio com defeito.,2022-10-13,Neutro
4459,Não gostei do atendimento.,2023-05-06,Negativo
4460,Não gostei do atendimento.,2023-09-01,Positivo
4461,Não gostei do atendimento.,2023-07-14,Negativo
4462,Não gostei do atendimento.,2022-04-24,Negativo
4463,Não gostei do atendimento.,2023-09-20,Negativo
4464,Não gostei do atendimento.,2023-06-17,Negativo
4465,Muito satisfeito com a compra.,2023-08-03,Neutro
"4466,""Péssima qualidade, não recomendo."",2023-01-27,Neutro"
"4467,""Péssima qualidade, não recomendo."",2022-11-16,Positivo"
4468,Ótimo produto!,2023-06-18,Neutro
4469,Excelente custo-benefício!,2022-09-09,Negativo
4470,Muito satisfeito com a compra.,2023-12-13,Neutro
4471,Ótimo produto!,2022-05-05,Neutro
4472,Muito satisfeito com a compra.,2022-01-13,Negativo
4473,Excelente custo-benefício!,2022-12-08,Negativo
4474,Excelente custo-benefício!,2022-02-26,Negativo
"4475,""Atendimento muito bom, parabéns!"",2023-03-05,Negativo"
"4476,""Atendimento muito bom, parabéns!"",2023-10-02,Negativo"
4477,Não gostei do atendimento.,2022-06-07,Positivo
4478,Ótimo produto!,2022-02-19,Neutro
"4479,""Péssima qualidade, não recomendo."",2023-01-13,Neutro"
4480,Muito satisfeito com a compra.,2023-06-24,Positivo
4481,Não gostei do atendimento.,2023-03-08,Negativo
4482,Não gostei do atendimento.,2022-02-21,Positivo
4483,Muito satisfeito com a compra.,2022-10-17,Neutro
4484,Excelente custo-benefício!,2022-03-12,Positivo
4485,Não era o que eu esperava.,2022-05-20,Negativo
4486,Não gostei do atendimento.,2023-07-30,Positivo
4487,Ótimo produto!,2022-04-06,Negativo
4488,Excelente custo-benefício!,2023-09-28,Neutro
4489,Demorou muito para chegar.,2022-09-27,Positivo
4490,Demorou muito para chegar.,2022-03-03,Positivo
4491,Produto veio com defeito.,2022-08-05,Neutro
"4492,""Atendimento muito bom, parabéns!"",2023-12-11,Positivo"
4493,Produto veio com defeito.,2023-09-23,Neutro
4494,Demorou muito para chegar.,2023-08-01,Positivo
